"","logFC","logCPM","PValue","FDR","group","genesymbol","adj.P.Val"
"LMLN",-0.0788941667560956,4.12768243911753,0.368591095977043,0.692895359028142,"High vs Low","LMLN",0.692895359028142
"ZNF507",-0.0673237755129151,4.94710928694581,0.368608910666331,0.692895359028142,"High vs Low","ZNF507",0.692895359028142
"SCAPER",-0.0756354571970729,4.15742585134132,0.368651444616583,0.692895359028142,"High vs Low","SCAPER",0.692895359028142
"TARSL2",-0.0734463689965995,3.74824788737426,0.368680107042635,0.692895359028142,"High vs Low","TARSL2",0.692895359028142
"SLC6A12",-0.144790560862815,1.7488188019526,0.368728938399938,0.692918123535673,"High vs Low","SLC6A12",0.692918123535673
"LCK",0.128790539217886,4.15811676654072,0.369071908727866,0.693493576581057,"High vs Low","LCK",0.693493576581057
"SPNS2",0.150784342112483,5.18244673110544,0.369172062005576,0.693612702320512,"High vs Low","SPNS2",0.693612702320512
"CDKN2B",-0.141172115067985,4.97806748521532,0.369422118239096,0.693769154636994,"High vs Low","CDKN2B",0.693769154636994
"ELP6",0.0575124601029377,4.30203274886137,0.369429311235954,0.693769154636994,"High vs Low","ELP6",0.693769154636994
"FAM43A",-0.115740593913864,3.26883659553066,0.369435031844025,0.693769154636994,"High vs Low","FAM43A",0.693769154636994
"DDIAS",-0.135340627892164,2.83565712272861,0.369447192385071,0.693769154636994,"High vs Low","DDIAS",0.693769154636994
"RGPD6",0.207056517186346,-3.89033430417906,0.369456661845408,0.693769154636994,"High vs Low","RGPD6",0.693769154636994
"FN1",-0.142493473360468,11.7907039856724,0.369549825670176,0.693769154636994,"High vs Low","FN1",0.693769154636994
"SLX4",0.0764134478574879,4.13281771962335,0.369593454785818,0.693769154636994,"High vs Low","SLX4",0.693769154636994
"AADACL4",0.263490449745963,-4.15259990944087,0.36961412990993,0.693769154636994,"High vs Low","AADACL4",0.693769154636994
"FAM149A",0.140812578161449,3.39365306369992,0.369665119193118,0.693769154636994,"High vs Low","FAM149A",0.693769154636994
"DNAAF3",0.168121041226199,1.84521539316606,0.369694711753315,0.693769154636994,"High vs Low","DNAAF3",0.693769154636994
"FOXK2",0.0629018281051741,6.38292162974819,0.369709062032512,0.693769154636994,"High vs Low","FOXK2",0.693769154636994
"BAG5",-0.0508874123300831,5.81712469151098,0.3697325418936,0.693769154636994,"High vs Low","BAG5",0.693769154636994
"SLC7A6",0.0821534447197437,4.05199411461537,0.369734223441462,0.693769154636994,"High vs Low","SLC7A6",0.693769154636994
"CEACAM1",0.124163604652336,6.02490179607593,0.369770025824751,0.693769154636994,"High vs Low","CEACAM1",0.693769154636994
"ASB18",-0.374386593748826,-4.17007551662083,0.369822482003357,0.693798594083443,"High vs Low","ASB18",0.693798594083443
"MLH3",-0.0611374560183576,4.44976534411544,0.369946940467914,0.6939630928002,"High vs Low","MLH3",0.6939630928002
"RP11.196G11.1",0.123803404608563,-2.68469427678597,0.370068796837366,0.694122678174927,"High vs Low","RP11.196G11.1",0.694122678174927
"MSX2",-0.19633725490701,1.40106059715258,0.370141858729688,0.694129790088088,"High vs Low","MSX2",0.694129790088088
"ZNF670",0.178257730223554,-1.89472088016223,0.370146154292641,0.694129790088088,"High vs Low","ZNF670",0.694129790088088
"C10orf53",0.318362951198741,-4.15542462621064,0.370273385279478,0.694207889597516,"High vs Low","C10orf53",0.694207889597516
"PEF1",-0.0513835760397284,6.33677927275915,0.370290384881635,0.694207889597516,"High vs Low","PEF1",0.694207889597516
"TTLL12",0.0883248214471321,6.04628374671978,0.370298162084076,0.694207889597516,"High vs Low","TTLL12",0.694207889597516
"WDR55",0.0560853312566588,5.44823960528734,0.370357569924365,0.694250293239564,"High vs Low","WDR55",0.694250293239564
"PLXNC1",-0.108998228283688,5.40229423606342,0.370786273074873,0.694984878744134,"High vs Low","PLXNC1",0.694984878744134
"DIEXF",-0.0707082139376388,5.25933334041043,0.370842288353209,0.69502083856524,"High vs Low","DIEXF",0.69502083856524
"ACVRL1",0.0957794715478465,5.20620247837218,0.370928858130916,0.695065156621623,"High vs Low","ACVRL1",0.695065156621623
"NAV2",0.100042023068464,6.66865892579269,0.370948311302019,0.695065156621623,"High vs Low","NAV2",0.695065156621623
"SAP25",0.167119710387197,-0.848665627749578,0.370976432488633,0.695065156621623,"High vs Low","SAP25",0.695065156621623
"CDCA5",0.138738649338033,4.61534898010341,0.371076493001528,0.695121607554194,"High vs Low","CDCA5",0.695121607554194
"SPARC",0.115890800799456,10.4238569964509,0.371080232870593,0.695121607554194,"High vs Low","SPARC",0.695121607554194
"APOBEC1",-0.389085692647008,-0.705815507416042,0.371155933789896,0.69519440462026,"High vs Low","APOBEC1",0.69519440462026
"ZNF585A",-0.0839384263342015,3.05217261897023,0.37120323628053,0.695214000779068,"High vs Low","ZNF585A",0.695214000779068
"OR14I1",0.290421758728322,-4.45929783696614,0.371581363887541,0.695836448065743,"High vs Low","OR14I1",0.695836448065743
"PPDPF",0.101078569062902,8.0472806788201,0.371609333029864,0.695836448065743,"High vs Low","PPDPF",0.695836448065743
"OR52K1",-0.32809364224659,-4.4576042066495,0.371790412025449,0.696068543253742,"High vs Low","OR52K1",0.696068543253742
"TMEM38A",0.114683397155915,3.32301484965239,0.371807053998077,0.696068543253742,"High vs Low","TMEM38A",0.696068543253742
"BZW2",0.0865066738300835,6.78685856212504,0.372001805598519,0.696293958721333,"High vs Low","BZW2",0.696293958721333
"FAM172A",-0.0703596135949706,4.6020062991313,0.372033987622696,0.696293958721333,"High vs Low","FAM172A",0.696293958721333
"MRPL3",-0.0721637355403695,6.65075417681599,0.37205883980586,0.696293958721333,"High vs Low","MRPL3",0.696293958721333
"ECH1",0.0829493834307262,7.1513804044764,0.372075050593287,0.696293958721333,"High vs Low","ECH1",0.696293958721333
"ALDH1L2",-0.134042102529304,3.79334398511553,0.372127403824401,0.696316035283891,"High vs Low","ALDH1L2",0.696316035283891
"ZNF10",0.0878387970305077,3.35675006959439,0.37216064500415,0.696316035283891,"High vs Low","ZNF10",0.696316035283891
"KCNA5",0.155262012856956,-0.286109571713017,0.372287488408414,0.696430493283468,"High vs Low","KCNA5",0.696430493283468
"SIRPD",-0.179234380242658,-2.57200337206899,0.372328654767174,0.696430493283468,"High vs Low","SIRPD",0.696430493283468
"DPH3",-0.0686284348268086,4.84173075703128,0.372332533874035,0.696430493283468,"High vs Low","DPH3",0.696430493283468
"DAPK3",0.0798052936997348,5.77291886813106,0.372408471868363,0.696503495800583,"High vs Low","DAPK3",0.696503495800583
"PHACTR4",-0.0492030099815938,5.95778438441779,0.372617907100675,0.69675346883556,"High vs Low","PHACTR4",0.69675346883556
"TAF15",0.0686591301576776,7.29340551120653,0.372689190467716,0.69675346883556,"High vs Low","TAF15",0.69675346883556
"LRRC17",-0.136962215389927,2.40585072024389,0.372692657000125,0.69675346883556,"High vs Low","LRRC17",0.69675346883556
"GPATCH2L",-0.060571957254348,5.1757516160914,0.372693265088614,0.69675346883556,"High vs Low","GPATCH2L",0.69675346883556
"CCL8",0.177350738647021,2.32896736140859,0.372726737740182,0.69675346883556,"High vs Low","CCL8",0.69675346883556
"MAPK13",-0.0754340659915685,7.38329003175375,0.372767701069913,0.696761022869486,"High vs Low","MAPK13",0.696761022869486
"ARHGAP44",-0.127197675771856,4.71295556020023,0.372856706874183,0.696858365397911,"High vs Low","ARHGAP44",0.696858365397911
"IKZF2",-0.0849957766586176,4.38841693353081,0.373072789117702,0.697193167304433,"High vs Low","IKZF2",0.697193167304433
"USP32",-0.0733654096013319,5.5321782840393,0.373209579044512,0.697212218571448,"High vs Low","USP32",0.697212218571448
"CBY3",0.137710094310713,-2.11472648623652,0.373211812845396,0.697212218571448,"High vs Low","CBY3",0.697212218571448
"PPP1R9A",-0.102083191339076,4.93626357471318,0.373266534195953,0.697212218571448,"High vs Low","PPP1R9A",0.697212218571448
"C18orf8",-0.0610178527045103,4.79226912869443,0.373282995814952,0.697212218571448,"High vs Low","C18orf8",0.697212218571448
"EPB41L3",0.131705040198051,5.03449704090304,0.373321227554492,0.697212218571448,"High vs Low","EPB41L3",0.697212218571448
"ZCWPW1",-0.102011527693756,2.73883161236414,0.373326401438485,0.697212218571448,"High vs Low","ZCWPW1",0.697212218571448
"FAM174B",-0.106818861408181,5.62286858359654,0.373372342352169,0.697212218571448,"High vs Low","FAM174B",0.697212218571448
"RP11.166N6.3",0.328498984620764,-4.37063364060964,0.373421623569617,0.697212218571448,"High vs Low","RP11.166N6.3",0.697212218571448
"SF3B1",-0.0431691842323125,8.39754970567784,0.373446150652773,0.697212218571448,"High vs Low","SF3B1",0.697212218571448
"ERGIC1",-0.0794736639800434,8.19471902785712,0.3734524458333,0.697212218571448,"High vs Low","ERGIC1",0.697212218571448
"TAS2R43",0.237541342189968,-3.72351625022502,0.37355676321835,0.697284057777496,"High vs Low","TAS2R43",0.697284057777496
"IFNB1",0.303473415472221,-3.8594106676857,0.373585096899747,0.697284057777496,"High vs Low","IFNB1",0.697284057777496
"C10orf76",-0.047946315084901,5.21661556462993,0.373601775644548,0.697284057777496,"High vs Low","C10orf76",0.697284057777496
"WASF2",-0.0652880226626184,7.39919800618304,0.373710687927503,0.697353780315542,"High vs Low","WASF2",0.697353780315542
"YY1AP1",0.0564272754826776,6.14141001909145,0.373762810965241,0.697353780315542,"High vs Low","YY1AP1",0.697353780315542
"XRCC3",0.0879379554891067,4.04191683623435,0.373807154180229,0.697353780315542,"High vs Low","XRCC3",0.697353780315542
"ADAMTS8",0.200920445542447,2.66033515589217,0.373836765934403,0.697353780315542,"High vs Low","ADAMTS8",0.697353780315542
"THUMPD3",-0.0555141744738179,5.24964621035244,0.373872909961832,0.697353780315542,"High vs Low","THUMPD3",0.697353780315542
"NUDT10",-0.186039947893734,-1.34407836326962,0.373938869632415,0.697353780315542,"High vs Low","NUDT10",0.697353780315542
"SSC5D",0.125590863107527,4.80294033909284,0.373987124171266,0.697353780315542,"High vs Low","SSC5D",0.697353780315542
"PFN1",0.0616002170246826,9.28922245050441,0.37401403519553,0.697353780315542,"High vs Low","PFN1",0.697353780315542
"FADS3",0.0954148848782462,4.77691248872402,0.374015464275712,0.697353780315542,"High vs Low","FADS3",0.697353780315542
"FDXR",0.0923019951662218,4.27462216375313,0.374105692431392,0.697353780315542,"High vs Low","FDXR",0.697353780315542
"NPAT",-0.0645183332001491,4.57842274105964,0.374106982527066,0.697353780315542,"High vs Low","NPAT",0.697353780315542
"WIPI1",-0.0695857491579398,5.02034141141869,0.374118041585198,0.697353780315542,"High vs Low","WIPI1",0.697353780315542
"SNIP1",-0.0499101458683262,4.4483660100291,0.374218100023919,0.697353780315542,"High vs Low","SNIP1",0.697353780315542
"OTUD4",-0.0576594330489232,5.81527600168639,0.374223826694097,0.697353780315542,"High vs Low","OTUD4",0.697353780315542
"DNAJC5",0.0710387580154705,7.16820798759401,0.374241536377951,0.697353780315542,"High vs Low","DNAJC5",0.697353780315542
"IAPP",-0.356404713351491,-3.81165736425139,0.374249071504134,0.697353780315542,"High vs Low","IAPP",0.697353780315542
"CHRM3",0.226223979180144,2.11651724806429,0.374267346035494,0.697353780315542,"High vs Low","CHRM3",0.697353780315542
"TPST2",-0.0654101165534801,5.4589094873758,0.374438798217457,0.697576728186618,"High vs Low","TPST2",0.697576728186618
"AK4",-0.164598307135297,4.81952836605129,0.374460932464122,0.697576728186618,"High vs Low","AK4",0.697576728186618
"SASS6",0.0949522265964257,3.08151850272411,0.374662831774953,0.697883950096252,"High vs Low","SASS6",0.697883950096252
"KIAA1586",-0.0783322840562555,3.03498710724577,0.37482917355327,0.698093092027493,"High vs Low","KIAA1586",0.698093092027493
"ZNF318",-0.0710967965377721,5.19148493871027,0.374849096577531,0.698093092027493,"High vs Low","ZNF318",0.698093092027493
"VARS",0.0797304795939156,7.25718723002489,0.374988733885132,0.698284231018978,"High vs Low","VARS",0.698284231018978
"CLCF1",0.134754461077706,4.35595254998004,0.375050049947045,0.69832950099168,"High vs Low","CLCF1",0.69832950099168
"FLT3LG",0.100911959757027,1.23431975987896,0.375093504716423,0.698341508238321,"High vs Low","FLT3LG",0.698341508238321
"SPDYE2B",-0.247889207057442,-3.43808235829922,0.375197982704623,0.698421742258739,"High vs Low","SPDYE2B",0.698421742258739
"ACRV1",0.171166818348396,-1.57362141511058,0.375348255178667,0.698421742258739,"High vs Low","ACRV1",0.698421742258739
"ZFP28",0.0879073578455142,2.89287712172523,0.375367193043821,0.698421742258739,"High vs Low","ZFP28",0.698421742258739
"TMEM214",0.0585589115507413,7.29687278275696,0.375413214352055,0.698421742258739,"High vs Low","TMEM214",0.698421742258739
"RMI2",0.10957863089233,4.07143709933386,0.375466234489952,0.698421742258739,"High vs Low","RMI2",0.698421742258739
"ACSF3",0.0684753460931876,4.86808676427253,0.375531843595367,0.698421742258739,"High vs Low","ACSF3",0.698421742258739
"HIGD2A",0.0760312852279377,5.68833074156282,0.375550590603373,0.698421742258739,"High vs Low","HIGD2A",0.698421742258739
"MTMR8",-0.11237297216058,-0.0609486364426471,0.375552608528989,0.698421742258739,"High vs Low","MTMR8",0.698421742258739
"FBLL1",-0.30035844125584,-0.714391887624646,0.375552863321181,0.698421742258739,"High vs Low","FBLL1",0.698421742258739
"PRKD1",-0.127501895680745,3.47106896224428,0.37556136429479,0.698421742258739,"High vs Low","PRKD1",0.698421742258739
"CYBA",0.114885934089914,7.53252850330225,0.37557089065624,0.698421742258739,"High vs Low","CYBA",0.698421742258739
"FAM166B",-0.207333287101786,1.56300323678846,0.375608202549329,0.698421742258739,"High vs Low","FAM166B",0.698421742258739
"GOLGA3",0.067682975485844,7.2218450006474,0.375631358328932,0.698421742258739,"High vs Low","GOLGA3",0.698421742258739
"ZNF282",0.0593189442899604,5.35398233089562,0.375671652025312,0.698421742258739,"High vs Low","ZNF282",0.698421742258739
"ITM2A",-0.128944466330972,4.36434364101864,0.375691754844389,0.698421742258739,"High vs Low","ITM2A",0.698421742258739
"FAM3A",0.0813943326135135,5.9925951119842,0.375765757474828,0.698490505250935,"High vs Low","FAM3A",0.698490505250935
"APOC4.APOC2",-0.183621833822848,-1.89901357293162,0.375902130741716,0.698518460273027,"High vs Low","APOC4.APOC2",0.698518460273027
"NPM1",-0.0852260953342962,8.97483140362838,0.37592619135299,0.698518460273027,"High vs Low","NPM1",0.698518460273027
"CBL",-0.0723414342213831,5.4158038485678,0.375949716225672,0.698518460273027,"High vs Low","CBL",0.698518460273027
"ZNF169",-0.0823001039091443,1.82977487880307,0.375952681389913,0.698518460273027,"High vs Low","ZNF169",0.698518460273027
"L3MBTL2",-0.0516485110665232,5.39239678732979,0.375992222898182,0.698518460273027,"High vs Low","L3MBTL2",0.698518460273027
"BIK",0.135111880390611,3.06848067834755,0.376002889060114,0.698518460273027,"High vs Low","BIK",0.698518460273027
"TMEM2",-0.0858223650169574,6.92979482251922,0.37607183221986,0.69853327953099,"High vs Low","TMEM2",0.69853327953099
"SARNP",-0.0823649433655792,1.50701164851022,0.376084898523388,0.69853327953099,"High vs Low","SARNP",0.69853327953099
"PQLC2L",-0.171060697183763,1.14666777390109,0.376134448937423,0.698556558005915,"High vs Low","PQLC2L",0.698556558005915
"PRKRA",-0.0571243023346104,5.62690986993678,0.376195572351934,0.69858205744664,"High vs Low","PRKRA",0.69858205744664
"EFCAB7",-0.068751907428912,2.73962660141288,0.376222216619692,0.69858205744664,"High vs Low","EFCAB7",0.69858205744664
"CHST13",0.167300857592569,-0.117861005136312,0.376335864665894,0.698724331179661,"High vs Low","CHST13",0.698724331179661
"PPIAL4B",-0.19670346022297,-3.57320386997932,0.376420088722526,0.698811952216703,"High vs Low","PPIAL4B",0.698811952216703
"AKNA",0.0857977198949602,6.01102350681643,0.376472626375483,0.69884073699899,"High vs Low","AKNA",0.69884073699899
"ARL13B",-0.0702487483438445,3.6849308118036,0.376544412037297,0.698905242407379,"High vs Low","ARL13B",0.698905242407379
"ZNF726",-0.143772171227555,2.14909130280744,0.376610867840828,0.698959843334408,"High vs Low","ZNF726",0.698959843334408
"CALCOCO1",0.0787547472637826,6.4486378519265,0.376686233640472,0.698985729427778,"High vs Low","CALCOCO1",0.698985729427778
"HDHD1",-0.0797891902098001,4.7849665721564,0.376698896098803,0.698985729427778,"High vs Low","HDHD1",0.698985729427778
"PAPD4",-0.0514748740537556,5.60135991490494,0.376770649818103,0.699022705230924,"High vs Low","PAPD4",0.699022705230924
"IRF4",0.16703519766255,4.27286325352988,0.376792907509351,0.699022705230924,"High vs Low","IRF4",0.699022705230924
"TFB2M",-0.0805716529067811,4.76567681086411,0.37697232020374,0.699179484060644,"High vs Low","TFB2M",0.699179484060644
"THADA",0.0591073731832862,5.73102324963158,0.377054177988783,0.699179484060644,"High vs Low","THADA",0.699179484060644
"TRIOBP",-0.0728306778179249,4.95702598485416,0.377058668121368,0.699179484060644,"High vs Low","TRIOBP",0.699179484060644
"SLC30A4",-0.0785622096978239,2.75006097494447,0.377111868151513,0.699179484060644,"High vs Low","SLC30A4",0.699179484060644
"ZNF234",0.070063687077113,3.24525359366856,0.377125048945683,0.699179484060644,"High vs Low","ZNF234",0.699179484060644
"PYROXD1",-0.0809871639098674,4.02834615393949,0.377127961072988,0.699179484060644,"High vs Low","PYROXD1",0.699179484060644
"DCHS2",0.253487645909836,1.1691588879828,0.377165918212009,0.699179484060644,"High vs Low","DCHS2",0.699179484060644
